Name,Type,ShellID,PerkID,WeaponID,DeviceID,AttachmentID,Requirements,Prerequisite,Levels,Tooltip
Hardcase,"Augment","-","Hardcase","-","-","-","(Body=15,Tech=15,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""99F2D4AB459D437DF20FDA8A8559D3B3"", ""> <C>25%</> reduced damage multiplier on headshots received while active\r\n> <C>100%</> reduced defense penetration + bleeding from headshots received while active\r\n> Absorbs single fatal headshot while active\r\n<B>> Headshot damage received applies snare while active</>\r\n<B>> </> <C>2 s</> <B>stun + deactivates on absorbtion of fatal headshot</>\r\n<B>></> <C>0.25 m/s</> <B>reduced ground speed</>""))"
Hardened,"Augment","-","Hardened","-","-","-","(Body=25,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D19F7CC649C5A99F8BB730B42FCBF9C6"", ""> <C>0-65%</> reduced direct vitals damage received, scaling proportionally with reduced max vitals from <C>0-75%</>\r\n<B>></> <C>100%</> <B>of vitals damage received reduces max vitals</>\r\n<B>></> <C>0-50%</> <B>reduced ground speed, dexterity, aux power + defense regeneration, scaling proportionally with reduced max vitals from</> <C>0-75%</>""))"
Headhunter,"Augment","-","Headhunter","-","-","-","(Body=15,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""8426F2EC42DD0C04D63D65AD7EAC08FF"", ""> <C>25%</> additional headshot multiplier with direct damage\r\n> Headshot kills activate or extend active Core for <C>2.5 s</> with no charge cost\r\n<B>></> <C>10%</> <B>reduced direct damage dealt to body</>""))"
HeavyOrdnance,"Augment","-","Heavy Ordnance","-","-","-","(Body=0,Tech=15,Hardware=25)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""07FA24204CDF0F49B51220A5BC89839E"", ""> <C>25%</> increased explosive damage radius\r\n> <C>50%</> increased explosive bleed damage\r\n> All equipped or picked up weapons gain Contact Charge mod with no slot requirement\r\n<B>></> <C>0.5 m/s</> <B>reduced ground speed</>""))"
HeavyWeapons,"Augment","-","Heavy Weapons","-","-","-","(Body=15,Tech=5,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""C1C67BA840F759B876D9629AB3C268B1"", ""> Can equip and pickup heavy weapons\r\n> Strafe maneuver: Run with increased speed in movement direction for <C>1 s</> with no weapon handling speed penalty, can knockback + knockdown, replaces dive while heavy weapon equipped\r\n> Knockdown + disarm immunity while heavy weapon equipped\r\n<B>> Unable to use dive, prone or roll maneuvers while heavy weapon equipped</>\r\n<B>> Heavy weapons can only be fired while aiming</>""))"
HunterOptics,"Augment","-","Hunter Optics","-","-","-","(Body=15,Tech=20,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""BBEB8E794A848E225209D7B91CC1722B"", ""> Target recognition overlay, replaces scan\r\n> Highlights unobscured enemies + devices while active\r\n<B>> Disables detections + radar while active</>\r\n<B>> Unable to use weapon optics while active</>\r\n<B>> Can be disabled</>""))"
KineticFocus,"Augment","-","Kinetic Focus","-","-","-","(Body=15,Tech=20,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""131E7E26433D1ED15BD1ACAB72DE2191"", ""> <C>0-50%</> reduced direct vitals damage received, scaling proportionally with speed from <C>0-12 m/s</>\r\n> <C>0-50%</> increased weapon accuracy, scaling proportionally with speed from <C>0-12 m/s</>\r\n<B>> Can be disabled</>""))"
KineticInjectors,"Augment","-","Kinetic Injectors","-","-","-","(Body=0,Tech=10,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""734754774AD5FFD8E61043ABE1FB7E60"", ""> <C>15</> vitals restored + hemostasis for <C>2.5 s</> on roll maneuvers, <C>3 s</> cooldown\r\n<B>> Can be disabled</>""))"
LowProfile,"Augment","-","Low Profile","-","-","-","(Body=15,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""094D43B54579E81970C6B7BC9CCE383D"", ""> <C>65%</> reduced movement sound + radar profile\r\n> <C>35%</> reduced loadout speed penalty\r\n<B>></> <C>25</> <B>reduced defense</>\r\n<B>> Can be disabled</>""))"
MaximumEfficiency,"Augment","-","Maximum Efficiency","-","-","-","(Body=0,Tech=10,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""7B33CE124DF4B6AC164ABE9679A52BB0"", ""> <C>100%</> increased Bolster, Overcharge, Shroud, Tempest + Firecracker duration\r\n> <C>50%</> reduced Detonator, Proximity mine + Disrupter activation delay\r\n> <C>25%</> additional Satchel charge damage as fire damage\r\n> <C>100%</> reduced Laser wire beam visibility\r\n> <C>100%</> increased hemostasis duration from Reserve stim\r\n> <C>4 s</> stun to enemies within <C>5 m</> of Relocator activation\r\n> <C>2 s</> stun on Breach\r\n> <C>5</> vital damage every <C>0.25 s</> to enemies within Deadzone\r\n> <C>25%</> increased AAP Turret range + ammo capacity""))"
Overclocked,"Augment","-","Overclocked","-","-","-","(Body=20,Tech=25,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""994F35314CAEE88F6171D2BD42DFB988"", ""> Unaffected by Core slowing effects while Core active\r\n<B>></> <C>25%</> <B>increased direct damage received while Core active</>\r\n<B>></> <C>25%</> <B>reduced Core generation + duration</>""))"
Overseer,"Augment","-","Overseer","-","-","-","(Body=0,Tech=25,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""B5777D1146E194CAB903309CB906A46D"", ""> Personal targeting drone, replaces scan\r\n> Provides external camera view + paints visible enemies while active\r\n> <C>35%</> increased weapon accuracy while active\r\n<B>> Disrupts vision if drone takes damage while active</>\r\n<B>></> <C>0.5 m/s</> <B>reduced ground speed</>\r\n<B>> Can be disabled</>""))"
PerpetualMotion,"Augment","-","Perpetual Motion","-","-","-","(Body=20,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""7D71C3F844519C03EC2B54BF37C14EAE"", ""> <C>100%</> reduced speed penalty from snare\r\n> <C>40 /s</> aux power regeneration + drain immunity while core is fully charged\r\n<B>></> <C>25%</> <B>increased direct damage received while snared</>""))"
PotentStimulants,"Augment","-","Potent Stimulants","-","-","-","(Body=10,Tech=0,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""7140649847F2CC90288504A891061E81"", ""> <C>100%</> increased vitals restored by stims\r\n> <C>50%</> of vitals restored by stims restores max vitals\r\n> <C>40 /s</> aux power regeneration during hemostasis from stims\r\n<B>></> <C>100%</> <B>increased primary stim cooldown</>""))"
Professional,"Augment","-","Professional","-","-","-","(Body=15,Tech=5,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""AAF39FA44774776AE6576B9F9E583095"", ""> <C>15%</> increased sidearm damage while firing a single sidearm or akimbo alternate aim stance\r\n> <C>25%</> reduced sidearm spread + spread gain while firing a single sidearm or akimbo alternate aim stance\r\n> <C>25%</> increased backup weapon damage dealt to enemies from behind\r\n> <C>100%</> additional sidearm base reserve ammo\r\n> All equipped or picked up sidearms gain Suppressor mod with no slot requirement\r\n<B>> Can no longer equip primary weapons</>\r\n<B>></> <C>25</> <B>Reduced defense</>""))"
Puncture,"Augment","-","Puncture","-","-","-","(Body=15,Tech=0,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4C793BB6432CE261C1C494A90C2BEBE1"", ""> <C>100%</> defense bypass with body impact damage\r\n> <C>100%</> of body impact damage received reflected with defense bypass\r\n> <C>20 /s</> bleed to enemies that deal or receive body impact damage\r\n> <C>50%</> increased backup weapon bleed damage \r\n<B>></> <C>25</> <B>defense damage received on dealing body impact damage</>""))"
ReactiveCore,"Augment","-","Reactive Core","-","-","-","(Body=0,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""C56FBF6E4C5A41863399818735C5F854"", ""> Core automatically activates while affected by other Cores, with no charge cost""))"
ReactiveDermis,"Augment","-","Reactive Dermis","-","-","-","(Body=15,Tech=10,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D1B807614CC5334D6A2024A3BB462461"", ""> <C>50%</> reduced debuff durations\r\n> <C>25%</> reduced explosive + backup weapon damage received\r\n<B>></> <C>0.25 m/s</> <B>reduced ground speed</>""))"
Recovery,"Augment","-","Recovery","-","-","-","(Body=10,Tech=10,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""047531F34AD6FDD88E5E8E84DAC9EC94"", ""> <C>5 /s</> additional vitals regeneration while no damage received within <C>1 s</>\r\n> <C>25%</> increased vitals restored from all sources\r\n<B>></> <C>0.5 m/s</> <B>reduced ground speed</>\r\n<B>> Can be disabled</>""))"
Renewal,"Augment","-","Renewal","-","-","-","(Body=10,Tech=15,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4BD083284D7A66E2ECF9088048592BAC"", ""> Regenerate on relocation, <C>5 s</> cooldown\r\n> <C>50</> vitals, defense, max vitals + max defense restored on Transference + Relocator activation\r\n> <C>25</> vitals, defense, max vitals + max defense restored on Disengage + Shifter activation\r\n<B>> Can be disabled</>""))"
Resourceful,"Augment","-","Resourceful","-","-","-","(Body=0,Tech=10,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""31B5CDCC403F40C1D94269B41ADFCFFE"", ""> <C>100%</> of current weapon ammo capacity restored as reserve ammo + <C>5 s</> reduced device cooldowns on weapon pickup, picked up weapon is destroyed\r\n> <C>100%</> reduced primary stim cooldown if used while bleeding""))"
Reversal,"Augment","-","Reversal","-","-","-","(Body=10,Tech=15,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""EFCCFD77450D38D916362993C51C67F9"", ""> Overcharge on disable: Disable immunity, <C>15%</> increased ground speed, disable enemies + enemy devices within <C>4 m</> for <C>2 s</>, active for duration of received disable\r\n<B>></> <C>25%</> <B>increased direct damage taken while Overcharge active</>""))"
Shifter,"Augment","-","Shifter","-","-","-","(Body=10,Tech=25,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""CC4DCBAE4E8B1A9CA99B2E94D621C2A1"", ""> Shift maneuver: Relocate up to <C>4 m</> in movement direction, can bypass obstructions, replaces dive while not disabled\r\n> <C>100</> vital damage + knockback to enemies within <C>1 m</> of relocation\r\n<B>></> <C>50</> <B>vital damage received on impact with enemies or damageable entities</>\r\n<B>></> <C>25</> <B>reduced defense</>\r\n<B>> Can be disabled</>""))"
Specialist,"Augment","-","Specialist","-","-","-","(Body=15,Tech=0,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""EB616C7C4BC519C512D18092164CDF2E"", ""> Additional weapon mod slot\r\n> Can equip <C>2</> of the same device\r\n> <C>100%</> reduced alternate aim + backtracking speed penalties\r\n<B>></> <C>10 s</> <B>increased device cooldowns</>""))"
Surplus,"Augment","-","Surplus","-","-","-","(Body=5,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""930242CA4C1F15BD03C79C991834AC7F"", ""> Additional weapon mod slot\r\n> <C>100%</> additional reserve ammo\r\n> <C>50%</> reduced device cooldowns on kill\r\n<B>></> <C>0.25 s</> <B>reduced ground speed</>""))"
Technician,"Augment","-","Technician","-","-","-","(Body=0,Tech=15,Hardware=25)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""9D29260B47CCE0CC33D18ABC799FFC38"", ""> Can equip exotic ammo types\r\n> <C>15 /s</> max defense regeneration while using Nano-wire without interaction\r\n<B>></> <C>50%</> <B>reduced reserve ammo when using exotic ammo</>\r\n<B>></> <C>25%</> <B>reduced Nano-wire range</>""))"
TemporalSuspension,"Augment","-","Temporal Suspension","-","-","-","(Body=15,Tech=25,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D9E7C6634552674B1EC99F905AD0634F"", ""> Freeze momentum while in air + aiming for up to <C>5 s</>, momentum restored when aim released, <C>3 s</> cooldown\r\n> Unaffected by Core slowing effects while active\r\n> <C>50%</> reduced direct damage received while active\r\n<B>></> <C>100%</> <B>reduced vitals + defense regeneration while active</>\r\n<B>></> <C>100%</> <B>reduced Core generation while active</>\r\n<B>> Deactivates on collision with ground</>\r\n<B>> Not usable while hovering</>\r\n<B>> Can be disabled</>""))"
Tether,"Augment","-","Tether","-","-","-","(Body=5,Tech=20,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""827DC73F457D05928F472C9449FE2BDE"", ""> Nano-wire can tether to enemy heads, <C>3 s</> cooldown\r\n> Deals <C>15</> vital damage and <C>1 s</> stun, disable + snare every <C>0.5 s</> to tethered enemies\r\n<B>></> <C>25%</> <B>reduced Nano-wire range</>\r\n<B>> Can be disabled</>""))"
ThreatDetection,"Augment","-","Threat Detection","-","-","-","(Body=10,Tech=20,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""32C570984E128B8C00A1DB8AFCAB32A6"", ""> Automatically detect enemies + enemy devices within <C>15 m</>\r\n<B>></> <C>50%</> <B>increased radar profile</>\r\n<B>> Visible on radar while stationary</>\r\n<B>> Disables scan</>\r\n<B>> Can be disabled</>""))"
Transference,"Augment","-","Transference","-","-","-","(Body=15,Tech=25,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""2EEA7D2A4A66C4D8A34FAC8264C0609A"", ""> Relocate to enemy location on visible or detected kill from direct damage, <C>5 s</> cooldown\r\n> Disguise as enemy on activation, appearing as an ally on enemy HUD and radar\r\n<B>> Disguise removed on dealing + receiving visible direct damage from enemies</>\r\n<B>> Can be disabled</>""))"
UnstableCore,"Augment","-","Unstable Core","-","-","-","(Body=0,Tech=25,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""A7B1623149DADA2ECAB8CC9D2EE77FBD"", ""> Core detonation on death, deals <C>25-100</> vital damage to all enemies within <C>5 m</>, scaling proportionally with Core charge from <C>0-100</>\r\n> <C>20 /s</> additional passive Core generation during enemy Core or disable\r\n> Overcharge while Core fully charged: Disable immunity, <C>15%</> increased ground speed, disable enemies + enemy devices within <C>4 m</> for <C>2 s</>\r\n<B>></> <C>15%</> <B>reduced Core charge on detonation</>\r\n<B>></> <C>5-15%</> <B>chance of Core detonation after</> <C>3 s</> <B>on Core activation or attempted enemy disable, scaling proportionally with Core charge from</> <C>0-100</>""))"
Vendetta,"Augment","-","Vendetta","-","-","-","(Body=15,Tech=20,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""EC80E62E40FF387A9B83489A5E86E64D"", ""> Enemies that deal <C>150</> or more vitals damage are detected while within <C>45 m</> + considered vendettas until killed\r\n> <C>25-100</> vitals, max vitals + Core charge restored on killing a vendetta, scaling proportionally with the vendetta damage from <C>150-300</>""))"
AAPTurret,"Device","-","-","-","AAP Turret","-","(Body=0,Tech=20,Hardware=20)","Experimental","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""3A4713D842EF210ACF74E7A979B27540"", ""> Engages closest visible enemy within <C>25 m</> on activation\r\n> Deals <C>25-15</> ballistic damage, <C>600 rpm</>, <C>50</> round capacity\r\n> Can attach to surfaces + Shells\r\n<B>> Can be disabled</>""))"
Bolster,"Device","-","-","-","Bolster","-","(Body=15,Tech=15,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""1069A4114A5D23C77CFED6B19967113C"", ""> While active: Bleed, knockdown + defense penetration immunity, <C>30 /s</> improved defense regeneration\r\n<B>> While active:</> <C>40%</> <B>reduced speed + vitals restored from all sources</>""))"
Breach,"Device","-","-","-","Breach","-","(Body=0,Tech=25,Hardware=15)","Experimental","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""572C6D7C4A9158113E8B308ED4061852"", ""> Deals <C>25</> vital damage and <C>2 s</> disable + snare to visible or detected enemies on activation, executes if target below <C>25%</> vitals\r\n> Destroys visible or detected devices on activation""))"
Deadzone,"Device","-","-","-","Deadzone","-","(Body=0,Tech=20,Hardware=15)","Experimental","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""66DC3E544A7723B0D856D6B01D7880A0"", ""> Creates <C>16 m</> disruptive field on activation\r\n> While within field: Disable + snare to enemies + enemy devices, Shroud to allies\r\n> Can attach to surfaces""))"
Detonator,"Device","-","-","-","Detonator","-","(Body=0,Tech=0,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""23E8FF184FA4BFC845BF20A9552D9574"", ""> Deals <C>125-75</> explosive damage + knockback to targets within <C>2-4 m</> on activation\r\n<B>> Can be disabled</>""))"
Disrupter,"Device","-","-","-","Disrupter","-","(Body=0,Tech=5,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D01E518D4353F1F6080C74895DF52CA9"", ""> <C>4 s</> stun, disable + snare to targets within <C>6 m</> on activation\r\n> Can attach to surfaces + Shells""))"
Firecracker,"Device","-","-","-","Firecracker","-","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4C6850CB4B441F5CECE1F6B90B901404"", ""> Deals <C>25-15</> explosive + <C>50-30</> fire damage to targets within <C>2-3 m</> + launches <C>10</> incendiary projectiles on activation\r\n> Incendiary projectile: Detonates after <C>1 s</>, igniting surface + dealing <C>5</> explosive + <C>5</> fire damage to targets within <C>2 m</>""))"
LaserWire,"Device","-","-","-","Laser Wire","-","(Body=0,Tech=10,Hardware=5)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""23DB0CCD437E7AAE16433AB17C58579F"", ""> Deals <C>75</> vital damage, <C>20 /s</> bleed + <C>4 s</> snare to enemies on activation\r\n> <C>2</> charges\r\n> Can attach to surfaces\r\n<B>> Can be disabled</>""))"
Overcharge,"Device","-","-","-","Overcharge","-","(Body=10,Tech=15,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D0EF082C430C10ABC79592A632142240"", ""> While active: Disable immunity, <C>15%</> increased ground speed, disable enemies + enemy devices within <C>4 m</> for <C>2 s</>""))"
ProximityMine,"Device","-","-","-","Proximity Mine","-","(Body=0,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""76216E7C47B3B89E7628BABDA6B3F2CA"", ""> Deals <C>150-75</> explosive damage, knockback + knockdown to targets within <C>2-5 m</> on activation\r\n> Can attach to surfaces + Shells\r\n<B>> Can be disabled</>""))"
Relocator,"Device","-","-","-","Relocator","-","(Body=0,Tech=20,Hardware=15)","Experimental","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""3BB28A4E4E7683C3BE38D6B6E336F7A5"", ""> Relocate to device location on activation\r\n> Telefrag targets within <C>1 m</> on activation\r\n> Can attach to surfaces + Shells\r\n<B>> Can be disabled</>""))"
ReserveStim,"Device","-","-","-","Reserve Stim","-","(Body=15,Tech=0,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""66CC33A94DB1C1124DC5D3845AA9513C"", ""> <C>25</> vitals restored + hemostasis for <C>2.5 s</> on activation""))"
SatchelCharge,"Device","-","-","-","Satchel Charge","-","(Body=10,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""4966E2834C63A82C30FB629D41C5A676"", ""> Deals <C>150-75</> explosive damage, knockback + knockdown to targets within <C>2-5 m</> on activation\r\n> Can attach to surfaces + Shells\r\n<B>> Can be disabled</>""))"
Shroud,"Device","-","-","-","Shroud","-","(Body=10,Tech=10,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""78748CB24D3AA543FDF095A85338A68A"", ""> While active: Undetectable by all equipment""))"
Tempest,"Device","-","-","-","Tempest","-","(Body=0,Tech=10,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""E4FE31C94820B55B45DD91B8893D0F10"", ""> Creates <C>7 m</> charged nano-particle cloud + launches <C>6</> additional <C>3.5 m</> clouds on activation\r\n> Clouds obscures vision + targeting systems\r\n> While in contact with cloud: Detect + <C>1s</> snare to enemies, <C>5 s</> Overcharge to allies\r\n<B>> Can be cleared with fire</>""))"
StandardAmmo,"Attachment","-","-","-","-","Standard Ammo","(Body=0,Tech=0,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""399A9371465712612D13A0BBA958BB5F"", ""> Standard ammunition""))"
PiercingAmmo,"Attachment","-","-","-","-","Piercing Ammo","(Body=0,Tech=0,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""2A1973E248CE7F418A7CD5803F5658E0"", ""> <C>50%</> increased environment penetration\r\n> <C>25%</> of damage dealt penetrates defense\r\n> <C>25%</> increased velocity\r\n<B>></> <C>25%</> <B>reduced damage to penetration immune enemies</>\r\n<B>></> <C>25%</> <B>reduced bleed damage</>""))"
HeavyAmmo,"Attachment","-","-","-","-","Heavy Ammo","(Body=0,Tech=0,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""D5B467CF4E3BDE62291CEC8B05F9666C"", ""> <C>0.5-2 s</> snare to enemies, scaling proportionally with damage dealt from <C>10-100</>\r\n> <C>100%</> increased near damage range\r\n<B>></> <C>15%</> <B>reduced velocity</>""))"
ShredAmmo,"Attachment","-","-","-","-","Shred Ammo","(Body=0,Tech=0,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""6BB05C6042DC508F836FA49A81DDF0EE"", ""> <C>50%</> increased bleed damage\r\n> <C>15%</> increased limb damage\r\n<B>></> <C>25%</> <B>reduced environment penetration</>""))"
TDAmmo,"Attachment","-","-","-","-","TD Ammo","(Body=0,Tech=5,Hardware=10)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""963A60574A3A4AFC555268957245FF08"", ""> Unaffected by Core slowing effects\r\n> <C>15%</> increased damage during active Core\r\n> <C>15%</> increased Core generation\r\n<B>></> <C>25%</> <B>reduced far damage range</>""))"
CBAmmo,"Attachment","-","-","-","-","CB Ammo","(Body=0,Tech=15,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""1A6973AC43BCC142980A38A741097224"", ""> <C>50%</> of headshot damage dealt as additional vital damage after <C>1 s</>\r\n<B>></> <C>15%</> <B>reduced velocity</>""))"
ChemAmmo,"Attachment","-","-","-","-","Chem Ammo","(Body=0,Tech=15,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""8B5332914364554A3D641AACB9D37B20"", ""> <C>2 s</> corrode to enemies\r\n> <C>15%</> of damage dealt penetrates defense\r\n> <C>25%</> of damage dealt reduces enemy max vitals + defense\r\n<B>></> <C>15%</> <B>reduced damage to penetration immune enemies</>\r\n<B>></> <C>50%</> <B>reduced bleed damage</>""))"
EMAmmo,"Attachment","-","-","-","-","EM Ammo","(Body=0,Tech=20,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""ABC2AA17485EA500E2153B8FA18646D2"", ""> <C>0.25-4 s</> disable to enemies, scaling proportionally with damage dealt from <C>10-200</>\r\n> <C>25%</> increased damage to stunned enemies\r\n<B>></> <C>15%</> <B>reduced  damage</>\r\n<B>></> <C>50%</> <B>reduced bleed damage</>""))"
IncendiaryAmmo,"Attachment","-","-","-","-","Incendiary Ammo","(Body=0,Tech=20,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""9D82EAD440FE62C827AC82B127E7DA0E"", ""> <C>25%</> of damage dealt as additional fire damage\r\n<B>></> <C>25%</> <B>reduced  damage</>\r\n<B>></> <C>100%</> <B>reduced bleed damage</>""))"
TargetPainter,"Attachment","-","-","-","-","Target Painter","(Body=0,Tech=25,Hardware=15)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""A539BB11445687476CE068A8784681FA"", ""> Paints visible enemies while aiming\r\n<B>> Unable to ADS</>\r\n<B>></> <C>25%</> <B>increased aim time</>\r\n<B>></> <C>25%</> <B>increased spread</>""))"
T-LockAmmo,"Attachment","-","-","-","-","T-Lock Ammo","(Body=0,Tech=25,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""DBC1B0724C4B81F3D9186885C014D2CB"", ""> Can lock onto + track painted enemies\r\n> <C>100%</> of damage dealt as additional explosive damage after <C>1 s</> of not dealing damage\r\n> <C>25%</> reduced recoil\r\n<B>></> <C>75%</> <B>reduced damage</>\r\n<B>></> <C>50%</> <B>reduced environment penetration</>\r\n<B>></> <C>90%</> <B>reduced velocity with lock,</> <C>65%</> <B>without</>\r\n<B>> Can be disabled</>""))"
GhostfireAmmo,"Attachment","-","-","-","-","Ghostfire Ammo","(Body=0,Tech=20,Hardware=25)","Technician","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""C9FF65B840A96D3F29DF3AAB73A13F37"", ""> <C>100%</> defense bypass\r\n> <C>100%</> increased ricochets\r\n> <C>100%</> reduced damage to self + allies\r\n<B>></> <C>50%</> <B>reduced damage</>\r\n<B>></> <C>25%</> <B>reduced headshot multiplier</>\r\n<B>></> <C>100%</> <B>reduced environment penetration</>\r\n<B>></> <C>100%</> <B>reduced bleed damage</>""))"
StandardGrenade,"Attachment","-","-","-","-","Standard Grenade","(Body=0,Tech=0,Hardware=0)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""CCA7DBDD48578433D7C6FE9C69C079E3"", ""> Standard grenade\r\n> Can knockback""))"
ImpactGrenade,"Attachment","-","-","-","-","Impact Grenade","(Body=10,Tech=15,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""A723A65D45941CBB93BB42B45F4AD543"", ""> Detonates on impact\r\n<B>></> <C>50%</> <B>reduced damage</>\r\n<B>></> <C>25%</> <B>reduced far damage range</>""))"
IncendiaryGrenade,"Attachment","-","-","-","-","Incendiary Grenade","(Body=10,Tech=15,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""FD25E9B04641A86540112E87E912F17A"", ""> Detonates on impact\r\n> Ignites surfaces\r\n> <C>100%</> of damage dealt as additional fire damage\r\n<B>></> <C>75%</> <B>reduced damage</>\r\n<B>></> <C>25%</> <B>reduced far damage range</>""))"
ProximityGrenade,"Attachment","-","-","-","-","Proximity Grenade","(Body=10,Tech=20,Hardware=20)","-","0","(NSLOCTEXT(""[64207FE54382D8C5075761A26904DA95]"", ""06F24FB1450480DE005228B248EE18BC"", ""> Proximity detection\r\n> Can attach to surfaces + Shells\r\n<B>></> <C>25%</> <B>reduced damage</>\r\n<B>> Can be disabled</>""))"
